106.25,310.616,0.0386869,14.7085
1001.92,412.988,1.70249,787.416
392.206,349.443,1.62686,196.308
588.205,360.443,1.62686,196.308
608.719,340.736,1.6415,399.902
209.816,312.487,1.6415,399.902
394.994,378.803,1.62687,196.31
394.278,296.727,1.62786,396.633
598.243,311.442,1.62659,196.405
596.844,336.812,1.62705,195.798
590.995,389.804,1.62687,196.31
402.143,300.491,1.62659,196.405
108.135,418.256,1.62494,42.7635
76.9543,294.874,1.53316,198.335
392.402,220.401,1.62686,196.309
590.616,308.459,1.62527,199.946
588.402,231.401,1.62686,196.309
581.913,308.038,1.62686,196.308
541.71,368.497,1.62686,196.308
345.71,357.497,1.62686,196.308
385.913,297.038,1.62686,196.308
399.846,360.659,1.62747,196.4
395.634,316.354,1.6269,196.32
710.5,276.61,1.61589,397.569
591.645,327.363,1.6269,196.32
595.398,242.043,1.62537,196.501
65.4338,415.942,1.61456,84.3553
399.19,231.324,1.62537,196.501
284.691,327.173,0.0310896,30.3472
197.664,260.868,0.0295325,61.3231
599.391,320.142,1.6268,196.294
535.107,336.704,1.62686,196.308
339.107,325.704,1.62686,196.308
716.729,219.733,1.6268,192.572
403.404,309.154,1.6268,196.294
582.109,308.118,1.62725,196.339
313.335,258.687,1.61589,397.569
386.082,297.04,1.62725,196.339
283.748,357.506,0.0310896,30.3472
588.167,382.702,1.62685,196.297
282.266,370.813,1.61604,399.53
681.388,388.883,1.61604,399.53
908.999,230.511,1.6268,192.572
640.715,282.072,0.0231135,28.6908
784.541,393.541,1.61194,396.646
392.178,371.705,1.62685,196.297
687.737,396.458,1.6159,400.55
287.595,378.396,1.6159,400.55
692.909,314.806,-0.00783383,30.8458
665.833,215.819,1.60243,193.655
388.231,377.227,1.61194,396.646
584.693,385.697,1.61388,196.644
641.379,253.389,0.0231135,28.6908
759.727,352.996,-0.11751,36.1177
76.0666,591.366,2.53454,70.8285
194.211,383.376,1.61481,401.981
339.414,262.315,1.62686,196.308
535.414,273.315,1.62686,196.308
662.023,346.551,0.00600216,32.266
165.51,227.471,1.61599,793.15
662.217,314.286,0.00600216,32.266
859.391,221.944,1.60243,193.655
957.851,263.305,1.61599,793.15
358.839,233.648,1.62686,196.308
554.839,244.648,1.62686,196.308
357.555,682.22,0.0494676,107.856
346.782,230.844,1.62686,196.308
542.782,241.844,1.62686,196.308
350.907,342.44,1.62686,196.308
546.907,353.44,1.62686,196.308
775.541,154.033,1.62401,194.123
969.389,164.358,1.62401,194.123
469.441,154.008,1.6258,300.506
541.745,233.322,1.62686,196.308
345.745,222.322,1.62686,196.308
469.062,160.776,1.62041,98.1903
169.389,137.486,1.6258,300.506
392.244,224.762,1.62686,196.308
588.244,235.762,1.62686,196.308
445.866,158.966,1.62643,198.488
352.508,215.886,1.62686,196.308
548.508,226.886,1.62686,196.308
380.792,311.311,1.62763,196.167
576.642,322.455,1.62763,196.167
644.777,529.49,1.61506,122.159
900.78,218.776,1.62282,395.425
210.001,187.663,1.62969,103.352
106.829,181.58,1.62969,103.352
562.566,306.67,1.62686,196.308
366.566,295.67,1.62686,196.308
107.44,180.041,1.61847,599.96
371.3,156.748,1.62203,492.423
355.707,205.722,1.62686,196.308
551.707,216.722,1.62686,196.308
563.59,243.71,1.62686,196.308
367.59,232.71,1.62686,196.308
563.063,264.097,1.62729,196.333
367.043,253.01,1.62729,196.333
505.3,199.231,1.61744,201.638
577.064,385.215,1.62686,196.308
381.064,374.215,1.62686,196.308
376.545,319.55,1.62686,196.308
572.545,330.55,1.62686,196.308
580.932,730.015,1.2474,13.0346
366.958,231.32,1.62758,196.243
756.633,589.703,1.87235,212.744
553.489,526.517,1.87235,212.744
591.937,717.79,1.51289,86.0069
593.291,725.873,1.2474,13.0346
578.277,259.58,1.62657,196.374
843.901,281.969,-0.000281064,49.2947
562.884,242.459,1.62758,196.243
411.371,196.942,1.61684,201.583
562.93,326.617,1.62695,196.272
366.967,315.601,1.62695,196.272
563.161,242.892,1.62726,196.312
367.161,231.814,1.62726,196.312
354.424,382.662,1.62686,196.308
550.424,393.662,1.62686,196.308
351.699,246.422,1.62686,196.308
562.711,316.659,1.62686,196.308
366.711,305.659,1.62686,196.308
381.739,248.084,1.62686,196.308
577.739,259.084,1.62686,196.308
465.997,198.951,1.61811,392.663
549.146,337.99,1.62653,196.202
467.178,240.476,-0.00260456,49.0356
949.402,519.538,1.63264,80.5092
626.381,515.36,1.61784,81.4668
353.249,327.06,1.62653,196.202
366.688,191.452,1.62686,196.308
562.688,202.452,1.62686,196.308
368.2,211.065,1.62686,196.308
564.2,222.065,1.62686,196.308
763.12,305.311,-0.663935,15.52
365.745,378.943,1.62662,196.184
561.624,389.889,1.62662,196.184
858.221,217.522,1.61811,392.663
391.717,481.554,1.61511,448.525
57.5564,484.387,1.62326,43.3222
251.185,111.156,1.62508,296.471
572.178,394.976,1.62686,196.308
376.178,383.976,1.62686,196.308
392.646,479.473,1.60602,82.3314
101.697,464.3,1.61954,142.39
563.073,296.577,1.62686,196.308
367.073,285.577,1.62686,196.308
156.791,272.718,0.0268796,62.6183
100.819,486.659,1.62326,43.3222
481.096,401.537,1.6037,208.443
352.064,309.528,1.62715,196.277
548.03,320.584,1.62715,196.277
375.494,193.177,1.62686,196.308
571.494,204.177,1.62686,196.308
164.203,539.288,1.48064,16.452
868.233,568.898,-0.352348,117.099
272.765,394.679,1.6037,208.443
243.918,471.239,1.61954,142.39
365.449,337.093,1.62686,196.308
561.449,348.093,1.62686,196.308
180.589,537.806,1.48064,16.452
155.108,335.314,0.0268796,62.6183
536.719,496.077,1.61557,443.94
661.776,490.148,1.61362,122.579
641.542,595.276,1.92713,175.286
677.8,712.813,1.51289,86.0069
826.176,214.977,1.61114,395.394
431.104,199.032,1.61114,395.394
859.508,540.567,1.00696,94.5979
580.887,397.649,1.62686,196.308
384.887,386.649,1.62686,196.308
95.5031,74.8999,1.62321,798.413
379.943,208.45,1.62686,196.308
575.943,219.45,1.62686,196.308
578.994,228.964,1.62686,196.308
382.994,217.964,1.62686,196.308
728.384,210.681,1.62024,602.111
215.355,654.002,1.92537,178.167
726.851,188.406,1.60424,98.1566
824.953,191.689,1.60424,98.1566
329.08,170.453,1.61033,298.224
407.163,91.9471,1.62146,305.039
921.034,198.332,1.62548,294.404
483.143,172.201,1.62104,98.4673
581.486,177.146,1.62104,98.4673
310.333,91.2305,1.62221,205.338
480.455,161.622,1.62855,99.2523
105.267,80.6777,1.62221,205.338
578.382,167.459,1.61797,296.024
282.688,153.499,1.61797,296.024
579.542,167.351,1.62855,99.2523
538.359,234.03,1.62686,196.308
342.359,223.03,1.62686,196.308
