0.121646,0.0525845
0.121646,0.0525845
-0.368697,0.344459
0.419822,0.203191
-0.368697,0.344459
0,0
0,0
0.419822,0.203191
-356.899,-0.280223
0,0.00284206
0,0.00284206
0,0
0,0
3.77629,-0.21341
0.541277,0.339863
0.541277,0.339863
0,-0.0305611
0,-0.0305611
1.86678,-0.290907
-1.31845,0.0499873
-1.71957,0.0502906
0,0
0,0
-1.31845,0.0499873
0,0.000732357
0,0.000732357
-6.47789,-0.297721
-6.47789,-0.297721
0.214222,0.453204
0.214222,0.453204
-1.75307,0.100911
-1.75307,0.100911
-0.0144653,-0.426374
-0.0144653,-0.426374
-6.40379,-0.231263
0.0286636,0.129701
0.0286636,0.129701
0,-1.75264e-05
0,-1.75264e-05
-6.40379,-0.231263
-0.0734863,0.0384973
-0.0734863,0.0384973
-1.92476,-0.37959
0,0.000371057
0,0.000371057
-0.0096817,0.00187874
-0.0096817,0.00187874
0,0
0,0
0,0
0,0
-0.314354,-0.0927701
-1.92476,-0.37959
-0.314354,-0.0927701
-0.00563812,-0.00843243
-0.00563812,-0.00843243
0,-0.00344146
0,-0.00344146
0,-4.09725e-06
0,-4.09725e-06
-0.0736084,0.012415
-0.0736084,0.012415
0,0.000139603
0,0.000139603
0,0
0,0
0,-0.00238971
0,-0.00238971
-0.396774,-0.0692294
-0.396774,-0.0692294
0,2.93417e-05
0,2.93417e-05
-0.135223,0.262539
-0.135223,0.262539
0,0.000244443
0,0.000244443
1.58186,-0.0343208
1.58186,-0.0343208
0.0165787,0.0917491
0.0165787,0.0917491
0,-0.000105242
0,-0.000105242
0,5.70277e-05
0,5.70277e-05
0.000236511,7.55167e-08
0.000236511,7.55167e-08
0,-0.000257921
0,-0.000257921
-0.00263214,-0.000816926
-0.00263214,-0.000816926
0,-1.4537e-05
0,-1.4537e-05
0.0386734,-0.0499192
0.01371,-0.00496016
0.01371,-0.00496016
0,0.000161027
0,0.000161027
-0.0427246,0.00312777
-0.0427246,0.00312777
-0.00933838,-0.00162359
-0.00933838,-0.00162359
3.72089,-0.468312
-3.528,-0.224034
-0.000488281,0.00934486
-0.000488281,0.00934486
0,-0.00115115
0,-0.00115115
0.196106,-0.0455727
-0.00350952,0.0187048
-0.00350952,0.0187048
0.196106,-0.0455727
0,0
0,0
-1.29422,0.232241
-2.30654,-0.00920204
0,4.83217e-05
0,4.83217e-05
-3.528,-0.224034
3.72089,-0.468312
-1.29422,0.232241
0,2.10133e-05
0,2.10133e-05
-2.30654,-0.00920204
0,-0.000391468
0,-0.000391468
0.0671158,-0.0475439
0.0671158,-0.0475439
0,-0.0204177
0,-0.0204177
0,0
0,0
0.00245667,-0.00194083
0.00245667,-0.00194083
0.768311,0.00893038
0.768311,0.00893038
-1.49049,-0.308869
-1.49049,-0.308869
0,3.19533e-06
0,3.19533e-06
-0.830444,0.0354171
-0.193268,-0.994167
-0.193268,-0.994167
-0.830444,0.0354171
-0.303925,-0.870553
-0.303925,-0.870553
-0.453842,0.234318
1.12764,-1.65718
-0.453842,0.234318
-1.79082,0.112826
-2.50359,-0.250637
0.0298767,-0.010499
0.0298767,-0.010499
-1.79082,0.112826
-0.097641,-0.021851
-0.097641,-0.021851
-1.6432,1.3414
-1.6432,1.3414
0,0
0,0
0,0.000109448
0,0.000109448
0,4.25586e-05
0,4.25586e-05
-4.17877,0.00472401
0,-0.00242314
0,-0.00242314
3.04094,0.133452
-4.17877,0.00472401
-5.03139,-0.113314
3.04094,0.133452
0,-8.96354e-05
0,-8.96354e-05
3.02934,0.606895
-0.882355,-0.0337579
-0.183914,-0.0577736
-0.183914,-0.0577736
-0.882355,-0.0337579
-5.03139,-0.113314
-1.39314,-0.0322202
0.00202942,4.23152e-05
0.00202942,4.23152e-05
-1.60031,-0.0700701
-1.39314,-0.0322202
3.02934,0.606895
-1.60031,-0.0700701
0.100571,0.0261659
0.100571,0.0261659
-3.48174,0.0736389
-3.48174,0.0736389
0.0114899,-0.00549107
0.0114899,-0.00549107
-0.336807,0.0944797
-0.336807,0.0944797
1.11658,0.174543
1.11658,0.174543
1.45691,0.364187
1.45691,0.364187
0.0196381,-0.0202363
0.0196381,-0.0202363
-0.0067749,-0.00245275
-0.0067749,-0.00245275
0.00558472,-0.00483479
0.00558472,-0.00483479
0,0
0,0
-5.25198,-0.512165
-0.392456,0.0314354
-0.392456,0.0314354
-0.0020752,0.00287142
-0.0020752,0.00287142
0,8.44342e-07
0,8.44342e-07
0.0991974,0.062226
0.0115204,-0.00119316
0.0115204,-0.00119316
0.0991974,0.062226
0.390305,-0.0750997
0,-6.51936e-05
0,-6.51936e-05
0.390305,-0.0750997
0,0.0065404
0,0.0065404
-0.166245,-0.0746823
-0.166245,-0.0746823
-0.313446,-0.0657566
-0.313446,-0.0657566
0.425385,-0.0029067
-0.260361,-0.0361552
0.425385,-0.0029067
-1.03696,-0.151384
-0.260361,-0.0361552
-0.000259399,2.06168e-05
-0.000259399,2.06168e-05
0,-1.47951e-05
0,-1.47951e-05
0,4.74277e-08
0,4.74277e-08
-0.112549,0.0293156
-0.112549,0.0293156
-0.0136871,-0.00984654
-0.0136871,-0.00984654
-1.03696,-0.151384
0.310486,0.0217543
0.310486,0.0217543
-0.0067749,2.97593e-05
-0.0067749,2.97593e-05
-2.78705,0.0748806
0.0338135,0.00788191
0.0338135,0.00788191
0.0441284,0.0114497
0.0441284,0.0114497
0,3.29794e-05
0,3.29794e-05
0.00662231,0.0233615
0.00662231,0.0233615
0.00326538,-0.000127018
0.00326538,-0.000127018
0,9.87489e-06
0,9.87489e-06
0.00671387,0.00939193
0.00671387,0.00939193
0,-4.94964e-05
0,-4.94964e-05
-2.78705,0.0748806
0.0260925,0.028624
0.0260925,0.028624
-0.00149536,0.00245205
-0.00149536,0.00245205
-0.610626,0.278152
0,6.66849e-05
0,6.66849e-05
0,-0.000216308
0,-0.000216308
-0.011322,-0.00628226
-0.011322,-0.00628226
-0.610626,0.278152
-0.0104065,0.0405246
-0.0104065,0.0405246
0,0
0,0
0,-0.00414112
0,-0.00414112
0,0
0,0
0.596191,-0.0387439
0,0.00269399
0,0.00269399
0.602234,0.02309
0.596191,-0.0387439
-0.141327,0.0387099
-0.141327,0.0387099
0.602234,0.02309
1.93802,-0.237803
0,0.00267227
0,0.00267227
0.0216064,-0.0116044
0.0216064,-0.0116044
-0.134216,-0.025936
-0.0107422,0.0470041
-0.0107422,0.0470041
0.262787,0.054608
-0.134216,-0.025936
0,3.22753e-06
0,3.22753e-06
0,-0.000465768
0,-0.000465768
0.262787,0.054608
0.0667114,-0.0177541
0.0667114,-0.0177541
0.782928,0.180266
1.93802,-0.237803
0,-3.70057e-05
0,-3.70057e-05
0,0
0,0
0,0.0035404
0,0.0035404
-0.0250549,-0.00165243
-0.0250549,-0.00165243
2.5759,0.293631
0.782928,0.180266
-0.00744629,-0.00620079
-0.00744629,-0.00620079
0,0
0,0
0,0.00266302
0,0.00266302
0,0
0,0
0,0
0,0
-0.116608,0.250531
-0.000549316,0.00586172
-0.000549316,0.00586172
-0.116608,0.250531
-2.3858,0.228657
-0.107391,0.0363631
-0.107391,0.0363631
2.5759,0.293631
0,-0.000165908
0,-0.000165908
0,0
0,0
1.03159,-0.356032
0.134613,-0.065836
0.134613,-0.065836
0,-1.506e-05
0,-1.506e-05
0,-2.25623e-05
0,-2.25623e-05
1.03159,-0.356032
-0.0020752,-0.0107712
-0.0020752,-0.0107712
0.043457,-0.0363258
-2.3858,0.228657
-0.203552,0.0225585
0.043457,-0.0363258
-0.203552,0.0225585
0.24527,0.300106
-0.982941,-0.110937
0.24527,0.300106
-0.982941,-0.110937
0.0574646,0.0386163
0.0574646,0.0386163
0,0
0,0
0,0.0113264
0,0.0113264
0,-0.000383983
0,-0.000383983
0,-0.00201182
0,-0.00201182
-1.15399,6.29482e-05
-0.595123,0.228867
-0.0108948,0.00834207
-0.0108948,0.00834207
