7,8,-0.0162714,-0.0124722
19,10,0.0755343,-0.462532
34,67,-0.286389,0.026258
57,70,-0.108602,0.509367
72,240,-2.03498,0.166573
79,128,-0.52649,0.0115654
141,156,-0.166607,0.0176123
142,143,0,0.0477604
173,160,0.190662,-0.317157
187,210,-0.245896,-0.010791
196,308,-1.93261,0.925826
239,241,-0.023643,0.559957
253,184,1.05085,0.0203194
254,280,-0.475149,-0.201548
274,275,0,0.0656546
300,323,-0.486207,0.0363647
390,437,-1.51727,-0.0882797
397,405,-0.30136,-0.493106
430,493,-2.33644,0.112814
438,446,-0.25779,0.893754
531,532,0,-0.0412226
619,620,0,-0.00472919
656,622,2.48407,0.331726
688,689,0,-0.015881
691,692,0,-0.015691
734,735,0,2.10383e-05
776,777,-0.00333405,-0.00497514
964,965,0,-0.0030027
977,987,-0.512222,-0.18468
1095,1096,0,0
1150,1151,0,-0.011385
1164,1165,0,-0.00192762
1186,1187,0,-0.0855006
1212,1213,0,0.0121252
1243,1244,0,0
1273,1293,-1.7964,-0.157786
1279,1301,-1.43856,-0.173377
1297,1353,-3.45149,0.108222
1320,1379,-2.94208,-0.992541
1346,1347,-0.0351257,-0.0177663
1350,1351,-0.0965958,0.000259443
1357,1371,-0.367882,-0.0782053
1411,1412,-0.00256348,-0.0302112
1415,1416,0,0
1470,1472,-0.0522003,-0.00706348
1506,1560,-1.76594,-0.0800423
1577,1578,-0.000732422,0.0308193
1581,1582,0,0.00229969
1644,1646,-0.0390549,-0.0788528
1666,1670,-0.102768,-0.124178
1794,1804,-0.138924,0.0777307
1828,2029,-3.79157,-0.263766
1870,1871,0,0
1938,1939,-0.00154114,-0.184313
1969,1970,0,0.0551808
2020,2011,0.22937,0.221591
2031,1934,1.96632,0.0181595
2089,2090,0,0
2131,1873,5.8568,-0.010434
2162,2390,-11.3134,-0.611292
2192,2047,4.54941,0.114518
2291,2325,-1.31697,0.431525
2378,2307,3.838,0.00462041
2401,2402,-0.0105438,0.0656326
2427,2428,0,0.0136423
2460,2461,0,-0.000923641
2733,2806,-8.672,-0.553537
2762,2777,-2.77954,0.0076582
2782,2793,-1.19576,-0.361967
2861,2862,-0.0201569,0.000827172
2910,2911,0,-0.000499751
2968,2985,-1.19725,0.231178
3008,3016,-0.856689,-0.242273
3021,3001,1.48744,0.119289
3024,3022,0.050766,0.213297
3049,3050,0,0.00871147
3060,3061,0,4.88898e-06
3084,3148,-2.09912,-0.929696
3129,3101,0.888199,0.203736
3136,3158,-0.394852,0.199203
3140,3209,-1.40703,0.239615
3164,3218,-1.13283,0.604368
3230,3236,-0.107056,-0.672881
3232,3197,0.741455,-0.57509
3257,3458,-2.07762,0.0505264
3304,3337,-0.276917,0.0988908
3359,3474,-1.06761,0.284207
3369,3391,-0.21312,0.141107
3395,3466,-0.584595,0.359375
3507,3583,-1.67694,0.39429
3634,3635,-0.00827026,-0.00198935
3675,3676,-0.0137482,-0.0306581
3708,3716,-0.5336,0.166318
3715,3717,-0.272064,0.159067
3743,3766,-1.88971,-0.255007
3906,3915,-0.434204,-0.409551
4058,4059,-0.00878906,0.0419304
4090,4118,-2.34474,0.44155
4163,4153,0.556641,0.478262
4179,4220,-3.94086,-0.158123
4332,4333,0,0
4630,4759,-2.58636,0.0284994
4834,4835,0,0
5101,5002,0.785339,-0.0527742
5342,4982,2.51733,-0.0611312
5493,5494,0,0
5556,5557,0,0.038228
5655,5656,0,-0.0113939
5790,4879,7.34708,0.115393
5866,5867,-0.000762939,0.00179134
5911,5912,-0.000762939,0.000148105
6141,6186,-1.69312,-0.924581
6150,6164,-0.397095,-0.146578
6177,6178,0,0.00103076
6197,6198,0,0.00157048
6215,6311,-7.70007,0.393122
6269,6270,0,0
6282,6293,-0.400177,-0.445264
6295,6316,-2.42621,-0.125784
6395,6378,2.77945,0.120489
6505,6506,-0.254364,0.0126117
6715,6740,-4.10901,-0.0604152
6765,6766,0,0.000452348
6802,6747,5.99509,0.039467
6813,6797,1.63748,0.585518
6815,6853,-3.11856,-0.280566
6833,6861,-2.6846,-0.313952
6844,6850,-0.376465,-0.17543
6871,6887,-0.685394,0.0517767
6886,6891,-0.104279,-0.0424097
6951,6962,-0.233887,0.151347
6991,66,358.632,0.0695592
