7,8
19,10
34,67
57,70
72,240
79,128
141,156
142,143
173,160
187,210
196,308
239,241
253,184
254,280
274,275
300,323
390,437
397,405
430,493
438,446
531,532
619,620
656,622
688,689
691,692
734,735
776,777
964,965
977,987
1095,1096
1150,1151
1164,1165
1186,1187
1212,1213
1243,1244
1273,1293
1279,1301
1297,1353
1320,1379
1346,1347
1350,1351
1357,1371
1411,1412
1415,1416
1470,1472
1506,1560
1577,1578
1581,1582
1644,1646
1666,1670
1794,1804
1828,2029
1870,1871
1873,2131
1934,2031
1938,1939
1969,1970
2020,2011
2089,2090
2162,2390
2192,2047
2291,2325
2378,2307
2401,2402
2427,2428
2460,2461
2733,2806
2762,2777
2782,2793
2861,2862
2910,2911
2968,2985
3008,3016
3021,3001
3024,3022
3049,3050
3060,3061
3084,3148
3129,3101
3136,3158
3140,3209
3164,3218
3230,3236
3232,3197
3257,3458
3304,3337
3359,3474
3369,3391
3395,3466
3507,3583
3634,3635
3675,3676
3708,3716
3715,3717
3743,3766
3906,3915
4058,4059
4090,4118
4163,4153
4179,4220
4332,4333
4630,4759
4834,4835
4982,5342
5002,5101
5493,5494
5556,5557
5655,5656
5790,4879
5866,5867
5911,5912
6141,6186
6150,6164
6177,6178
6197,6198
6215,6311
6269,6270
6282,6293
6295,6316
6395,6378
6505,6506
6715,6740
6765,6766
6802,6747
6813,6797
6815,6853
6833,6861
6844,6850
6871,6887
6886,6891
6951,6962
6991,66
