3,0.452993,1
5,0.578534,1
7,0.684157,0.999865
9,0.788755,0.998866
11,0.866265,0.997302
13,0.900524,0.99486
3,0.823546,1
5,0.934387,0.999201
7,0.981382,0.996461
9,0.99971,0.990926
11,1,0.982988
13,1,0.974723
3,0.60237,0.999966
5,0.826625,0.999966
7,0.932828,0.999745
9,0.970727,0.997737
11,0.997735,0.994036
13,1,0.990177
3,0,1
5,0,1
7,0,1
9,0,1
11,0,1
13,0,1
3,0.848681,0.999931
5,0.936467,0.999518
7,0.980409,0.997953
9,0.996495,0.993013
11,1,0.984905
13,1,0.975672
3,0.736455,1
5,0.888228,1
7,0.954048,0.999534
9,0.983632,0.995901
11,0.991247,0.990749
13,0.995799,0.985018
3,0.74747,0.999926
5,0.880875,0.999684
7,0.955723,0.999064
9,0.988805,0.995892
11,0.999713,0.990527
13,1,0.984671
3,0.84116,0.999983
5,0.926175,0.999983
7,0.975593,0.999424
9,0.991914,0.995837
11,0.996722,0.987111
13,0.999409,0.97657
3,0.83949,0.999727
5,0.914123,0.999221
7,0.955937,0.997385
9,0.977308,0.993171
11,0.988585,0.986051
13,0.995108,0.978821
3,0.743671,0.999737
5,0.861335,0.998857
7,0.94384,0.99639
9,0.986155,0.989274
11,0.995797,0.97919
13,0.998094,0.967506
3,0.130827,1
5,0.27995,1
7,0.450125,1
9,0.672431,0.999979
11,0.826566,0.999591
13,0.898496,0.998361
3,0,1
5,0,1
7,0,1
9,0,1
11,0,1
13,0,1
3,0,1
5,0,1
7,0,1
9,0,1
11,0,1
13,0,1
3,0.816595,1
5,0.941391,0.999947
7,0.981132,0.99832
9,0.996954,0.993433
11,0.999554,0.986465
13,1,0.97985
3,0.493905,1
5,0.615926,1
7,0.710656,0.999931
9,0.784705,0.998641
11,0.839469,0.995644
13,0.881375,0.991909
3,0.830164,0.999965
5,0.943806,0.999962
7,0.990336,0.999113
9,1,0.994073
11,1,0.98685
13,1,0.979205
3,0.631822,1
5,0.772442,1
7,0.881598,0.999794
9,0.95384,0.997766
11,0.981922,0.994141
13,0.992893,0.989108
3,0.625408,1
5,0.794534,1
7,0.915041,0.999718
9,0.982771,0.997875
11,0.99802,0.993754
13,1,0.98862
3,0.628661,1
5,0.774464,0.999912
7,0.884083,0.999208
9,0.951102,0.996365
11,0.97968,0.991044
13,0.994415,0.984293
3,0.794556,1
5,0.928245,0.999882
7,0.983138,0.99853
9,1,0.9945
11,1,0.988858
13,1,0.983711
3,0.817573,1
5,0.920574,0.999687
7,0.967247,0.99721
9,0.991127,0.993241
11,0.996172,0.987459
13,0.999391,0.981573
3,0.632248,1
5,0.807808,0.999992
7,0.923654,0.9993
9,0.979556,0.996765
11,0.991973,0.990125
13,0.997112,0.981663
3,0.419769,1
5,0.603139,1
7,0.756284,0.999911
9,0.878142,0.998885
11,0.951957,0.996449
13,0.985789,0.992814
3,0.422707,1
5,0.566172,1
7,0.645868,0.999674
9,0.713893,0.997941
11,0.741076,0.995574
13,0.759061,0.991977
3,0.489887,1
5,0.699203,1
7,0.859332,0.999987
9,0.969353,0.99866
11,0.998008,0.996051
13,1,0.992089
3,0.647716,1
5,0.805273,1
7,0.895542,0.999908
9,0.949052,0.99758
11,0.972352,0.993604
13,0.981782,0.988759
3,0.66918,1
5,0.844869,1
7,0.957357,0.999817
9,0.996229,0.998076
11,1,0.99303
13,1,0.986843
3,0.677896,0.999995
5,0.847748,0.999995
7,0.952309,0.999783
9,0.989307,0.997413
11,0.994701,0.992385
13,0.999432,0.986897
3,0.355956,1
5,0.543099,0.999964
7,0.635166,0.998985
9,0.700172,0.995896
11,0.742411,0.991901
13,0.774198,0.987672
3,0.778083,0.999981
5,0.912371,0.999722
7,0.970545,0.999025
9,0.99672,0.995784
11,1,0.989994
13,1,0.98356
3,0.749084,0.999952
5,0.861259,0.999681
7,0.938028,0.998927
9,0.994604,0.996602
11,0.999902,0.991738
13,1,0.985226
3,0.425711,1
5,0.569307,1
7,0.679398,0.999948
9,0.788317,0.999232
11,0.868418,0.997345
13,0.919996,0.994989
3,0.717903,0.999384
5,0.84308,0.998538
7,0.935914,0.996761
9,0.990635,0.993717
11,1,0.989604
13,1,0.984451
3,0.856599,0.998883
5,0.928417,0.997165
7,0.954379,0.993641
9,0.9697,0.98516
11,0.982072,0.973255
13,0.99109,0.961832
3,0.577164,0.999987
5,0.704761,0.999553
7,0.775974,0.998506
9,0.849274,0.996531
11,0.911193,0.992923
13,0.945338,0.989338
3,0.677437,1
5,0.829897,0.999995
7,0.924174,0.999375
9,0.971414,0.996278
11,0.99307,0.990033
13,0.99896,0.982505
3,0.570604,1
5,0.716447,0.999874
7,0.839818,0.999578
9,0.937921,0.998166
11,0.979278,0.994971
13,0.998863,0.990426
3,0.681461,1
5,0.816361,1
7,0.912173,0.999883
9,0.969864,0.999084
11,0.990806,0.995018
13,0.997419,0.989552
3,0.629691,1
5,0.867303,1
7,0.971802,0.999717
9,1,0.997585
11,1,0.993785
13,1,0.989575
3,0.642222,1
5,0.822321,1
7,0.888002,0.999156
9,0.937982,0.996542
11,0.96873,0.99207
13,0.984692,0.987775
3,0.172978,1
5,0.289276,1
7,0.395985,0.999924
9,0.53036,0.999357
11,0.640455,0.998527
13,0.718844,0.997134
3,0.555896,1
5,0.651948,1
7,0.733149,1
9,0.827587,1
11,0.890941,0.999661
13,0.918404,0.996503
3,0.812995,0.999941
5,0.918979,0.999797
7,0.974969,0.998245
9,0.999276,0.994329
11,1,0.987183
13,1,0.979318
3,0.70315,0.998575
5,0.875524,0.996957
7,0.940737,0.994784
9,0.980017,0.989662
11,0.987415,0.981576
13,0.991991,0.973173
3,0.815188,1
5,0.928045,0.999389
7,0.972519,0.996863
9,0.993038,0.989905
11,0.999634,0.981154
13,1,0.971383
3,0.844487,0.999799
5,0.936667,0.997786
7,0.967564,0.993397
9,0.979455,0.986425
11,0.989551,0.978309
13,0.995833,0.970294
3,0.825893,0.999995
5,0.961173,0.99935
7,0.99455,0.997217
9,1,0.99105
11,1,0.981825
13,1,0.973056
3,0.782645,0.992948
5,0.92117,0.986872
7,0.955711,0.977761
9,0.983512,0.964058
11,0.99314,0.949437
13,0.999278,0.935797
3,0.853965,0.995264
5,0.932407,0.988912
7,0.955888,0.980226
9,0.972108,0.967566
11,0.986191,0.954683
13,0.995781,0.941874
3,0.694823,0.996536
5,0.817764,0.991485
7,0.890674,0.985516
9,0.939044,0.976762
11,0.971263,0.96704
13,0.983217,0.956897
3,0.463978,1
5,0.648208,0.99993
7,0.720789,0.998888
9,0.772222,0.995906
11,0.800538,0.992031
13,0.824552,0.987788
3,0.752779,0.99835
5,0.852019,0.995646
7,0.921761,0.992361
9,0.983005,0.987357
11,0.996527,0.981246
13,1,0.972816
3,0.953535,0.996182
5,0.994299,0.990478
7,1,0.982011
9,1,0.971416
11,1,0.960218
13,1,0.948863
3,0.476297,1
5,0.709277,0.999669
7,0.865948,0.9986
9,0.968672,0.9961
11,0.992726,0.990935
13,0.997958,0.985845
3,0.94675,0.99745
5,0.995869,0.993866
7,1,0.990127
9,1,0.985488
11,1,0.981452
13,1,0.978033
3,0.662474,1
5,0.805101,1
7,0.881572,0.999649
9,0.94383,0.996746
11,0.971173,0.991194
13,0.984052,0.984501
3,0.662645,1
5,0.881569,0.999966
7,0.963328,0.999292
9,0.993967,0.99588
11,1,0.991564
13,1,0.986934
3,0.620363,1
5,0.835022,0.999968
7,0.943618,0.99911
9,0.996323,0.995944
11,1,0.991886
13,1,0.98751
3,0.552294,0.990171
5,0.77844,0.982838
7,0.923853,0.975475
9,0.986239,0.965251
11,1,0.954104
13,1,0.942439
3,0.768605,0.999929
5,0.90962,0.999098
7,0.968429,0.996778
9,0.996199,0.990275
11,0.999959,0.982546
13,1,0.973871
3,0.824689,1
5,0.914978,0.999453
7,0.966,0.997246
9,0.996166,0.991973
11,0.999979,0.984703
13,1,0.97647
3,0.802868,1
5,0.927935,0.999828
7,0.965402,0.998328
9,0.994793,0.993477
11,0.999912,0.987763
13,1,0.982057
3,0.809556,1
5,0.917525,0.999979
7,0.977341,0.998846
9,0.996701,0.995118
11,1,0.988529
13,1,0.981163
3,0.832761,0.995945
5,0.934484,0.993284
7,0.977654,0.989454
9,0.997798,0.982537
11,1,0.974167
13,1,0.965525
3,0.764187,0.999822
5,0.881246,0.998987
7,0.936357,0.997331
9,0.968383,0.993212
11,0.984162,0.986592
13,0.993864,0.980157
3,0.79684,0.991768
5,0.879576,0.987795
7,0.917766,0.982358
9,0.94741,0.974395
11,0.966663,0.964558
13,0.981116,0.954924
3,0.792855,0.998833
5,0.906809,0.997716
7,0.969804,0.995093
9,0.99485,0.98995
11,0.999349,0.981682
13,1,0.972557
3,0.86384,0.999961
5,0.974836,0.998723
7,0.995749,0.995696
9,1,0.99019
11,1,0.98366
13,1,0.977262
3,0.5921,1
5,0.753647,0.999795
7,0.853709,0.998884
9,0.945552,0.996945
11,0.979453,0.99325
13,0.996302,0.989225
3,0.753589,0.999987
5,0.863431,0.999949
7,0.919698,0.999065
9,0.973225,0.995801
11,0.991414,0.990988
13,0.997623,0.984965
3,0.853652,0.998287
5,0.940401,0.995654
7,0.981039,0.991462
9,0.996509,0.982441
11,0.999957,0.971771
13,1,0.960377
3,0.640826,0.999961
5,0.806651,0.9999
7,0.866903,0.998808
9,0.905135,0.992868
11,0.933942,0.987564
13,0.957469,0.981856
3,0.768608,0.999995
5,0.885515,0.999963
7,0.950258,0.998901
9,0.978557,0.995353
11,0.992732,0.989083
13,0.998196,0.982122
3,0.673282,0.998969
5,0.831228,0.997167
7,0.921601,0.99415
9,0.973102,0.989528
11,0.994998,0.982631
