13,1,0.97516
3,0.595687,1
5,0.68529,1
7,0.752847,0.999976
9,0.82045,0.998783
11,0.862442,0.995256
13,0.896505,0.990736
3,0.871275,0.999866
5,0.952277,0.998656
7,0.988769,0.996426
9,0.999206,0.991262
11,1,0.982278
13,1,0.973002
3,0.772502,1
5,0.908576,1
7,0.965377,0.999644
9,0.994868,0.995689
11,0.998997,0.990079
13,1,0.983161
3,0.833653,1
5,0.947792,0.999887
7,0.991615,0.999444
9,1,0.995302
11,1,0.988173
13,1,0.980295
3,0.836511,1
5,0.9462,0.999962
7,0.989118,0.998984
9,0.999826,0.994058
11,1,0.985577
13,1,0.97732
3,0.948389,0.998877
5,0.999123,0.995976
7,1,0.992691
9,1,0.987884
11,1,0.982805
13,1,0.978391
